seed,scenario_id,scenario_name,method,success,terminal_error,min_dist,control_energy,arrival_time,steps,alpha_mean,alpha_std,alpha_response,regime_mean,residual_mean,accepted,rejected,protocol_version
501,1,FW1 dry grass,rls,1,0.3785903139904026,0.9079562563512428,9.46889938328236,7.9,79,,,,,,0,0,fw-protocol-v1
501,1,FW1 dry grass,sindy,1,0.2211151788174968,0.9079562563512428,9.46889938328236,7.9,79,0.031986906131618,0.0190003929271969,-0.0355228600863186,1.6005010185231865,0.0051354494332323,2,10,fw-protocol-v1
501,1,FW1 dry grass,standard,1,0.2211151788174968,0.9079562563512428,9.46889938328236,7.9,79,,,,,,0,0,fw-protocol-v1
501,2,FW2 wet grass,rls,1,0.3797421494499293,0.6892083153469095,10.382829481348404,8.700000000000001,87,,,,,,0,0,fw-protocol-v1
501,2,FW2 wet grass,sindy,1,0.2289265757846205,0.7194843873096426,10.421841306146217,8.700000000000001,87,0.0505107610723869,0.0224386586173067,-0.0375248985324445,1.1670377297027672,0.0051443457143618,2,12,fw-protocol-v1
501,2,FW2 wet grass,standard,1,0.2060523168848757,0.6803671935283125,10.394983045036458,8.8,88,,,,,,0,0,fw-protocol-v1
501,3,FW3 soft soil,rls,0,0.361811553066319,0.4108434647122873,11.256849861449735,,101,,,,,,0,0,fw-protocol-v1
501,3,FW3 soft soil,sindy,1,0.2304678535136445,0.4870933296533076,11.60650682099608,9.7,97,0.074706393107089,0.0271690221059713,-0.0513288322722905,0.2966230792061116,0.0104866794340783,1,15,fw-protocol-v1
501,3,FW3 soft soil,standard,0,0.2355172738856553,0.3852916669068256,11.215658518769596,,101,,,,,,0,0,fw-protocol-v1
501,4,FW4 asymmetric mud,rls,1,0.3627098729540663,2.4361965612196754,13.63561912321961,10.7,107,,,,,,0,0,fw-protocol-v1
501,4,FW4 asymmetric mud,sindy,1,0.2469625893945253,2.425447126886112,13.634409984027654,10.7,107,0.0450710273360042,0.0117597019764686,-0.0202792825579012,0.7175044067561073,0.0052032631087163,1,17,fw-protocol-v1
501,4,FW4 asymmetric mud,standard,1,0.2462688482020311,2.328334742232667,13.69719061884642,10.8,108,,,,,,0,0,fw-protocol-v1
501,5,FW5 terrain switch,rls,1,0.3698044449693732,0.7633358467891991,10.569012785597938,8.8,88,,,,,,0,0,fw-protocol-v1
501,5,FW5 terrain switch,sindy,1,0.2187154703848361,0.7633358467891991,10.569012785597938,8.8,88,0.1051155915280874,0.0316577701247155,-0.0418424227158676,0.3263078484768508,0.0050365271343805,2,12,fw-protocol-v1
501,5,FW5 terrain switch,standard,1,0.2187154703848361,0.7633358467891991,10.569012785597938,8.8,88,,,,,,0,0,fw-protocol-v1
502,1,FW1 dry grass,rls,1,0.37798200132707,0.9001096730532298,9.471387422419031,7.9,79,,,,,,0,0,fw-protocol-v1
502,1,FW1 dry grass,sindy,1,0.2184060494875692,0.9001096730532298,9.471387422419031,7.9,79,0.0310170920350942,0.017226128128875,-0.0289724663722672,1.6588378441840732,0.0028874255918405,2,10,fw-protocol-v1
502,1,FW1 dry grass,standard,1,0.2184060494875692,0.9001096730532298,9.471387422419031,7.9,79,,,,,,0,0,fw-protocol-v1
502,2,FW2 wet grass,rls,1,0.3794123965416063,0.6992690562039877,10.390493194411118,8.700000000000001,87,,,,,,0,0,fw-protocol-v1
502,2,FW2 wet grass,sindy,1,0.231220842937966,0.7418532674856372,10.430358756925528,8.700000000000001,87,0.1472969382146481,0.0415347760384173,-0.0371440470570974,0.1485192674865139,0.004552636790222,4,10,fw-protocol-v1
502,2,FW2 wet grass,standard,1,0.2072594867629374,0.6783783549042877,10.39625824335124,8.8,88,,,,,,0,0,fw-protocol-v1
502,3,FW3 soft soil,rls,0,0.3674886609503737,0.3985484185048445,11.237700727704135,,101,,,,,,0,0,fw-protocol-v1
502,3,FW3 soft soil,sindy,1,0.2304245632779498,0.4498884270644182,11.44026092050405,9.9,99,0.038089231850928,0.0180433007052886,-0.0339635595200141,1.0319641784601492,0.0082897722893841,1,15,fw-protocol-v1
502,3,FW3 soft soil,standard,0,0.239847385557525,0.3819372901659205,11.208115101834274,,101,,,,,,0,0,fw-protocol-v1
502,4,FW4 asymmetric mud,rls,1,0.3642796671139962,2.4428101865859757,13.653130470906197,10.7,107,,,,,,0,0,fw-protocol-v1
502,4,FW4 asymmetric mud,sindy,1,0.2456495315257442,2.424686368792328,13.654255160520018,10.7,107,0.0442858898391284,0.0127528912364126,-0.0231834285284603,0.7935090685251401,0.0050709224200393,1,17,fw-protocol-v1
502,4,FW4 asymmetric mud,standard,1,0.2481070028425616,2.330968456079317,13.691029325240558,10.8,108,,,,,,0,0,fw-protocol-v1
502,5,FW5 terrain switch,rls,1,0.3717782300264434,0.7708944034656797,10.576372288997192,8.8,88,,,,,,0,0,fw-protocol-v1
502,5,FW5 terrain switch,sindy,1,0.2195358229273001,0.7595755980775636,10.568668374914374,8.8,88,0.0209957107710802,0.0145283542555425,-0.0176975204612579,1.673904917012211,0.0042662106494553,1,13,fw-protocol-v1
502,5,FW5 terrain switch,standard,1,0.2195358229273001,0.7595755980775636,10.568668374914374,8.8,88,,,,,,0,0,fw-protocol-v1
503,1,FW1 dry grass,rls,1,0.3759702903636548,0.903858676473618,9.464131463488831,7.9,79,,,,,,0,0,fw-protocol-v1
503,1,FW1 dry grass,sindy,1,0.2187016673464884,0.903858676473618,9.464131463488831,7.9,79,0.0363582271726772,0.0211750838934187,-0.0357439454018183,0.9628264871646832,0.0046245227282646,1,11,fw-protocol-v1
503,1,FW1 dry grass,standard,1,0.2187016673464884,0.903858676473618,9.464131463488831,7.9,79,,,,,,0,0,fw-protocol-v1
